trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type
T6TOR0136,1255.0,1255.0,23,9,0
T6TOR0236,1255.0,1255.0,23,9,0
T6TOR0536,1255.0,1255.0,23,9,0
T6TOR1436,1255.0,1255.0,23,9,0
T6TOR1736,1255.0,1255.0,23,8,0
T6TOR1836,1255.0,1255.0,23,8,0
T6ANA0136,1262.0,1262.0,23,3,0
T6ANA0236,1262.0,1262.0,23,3,0
T6ANA0536,1262.0,1262.0,23,3,0
T6ANA1436,1262.0,1262.0,23,3,0
T6ANA1736,1262.0,1262.0,23,3,0
T6ANA1836,1262.0,1262.0,23,3,0
T5TOR0172,1263.0,1263.0,23,11,0
T5TOR0272,1263.0,1263.0,23,11,0
T5TOR0572,1263.0,1263.0,23,11,0
T5TOR1472,1263.0,1263.0,23,11,0
T5TOR1772,1263.0,1263.0,23,11,0
T5TOR1872,1263.0,1263.0,23,11,0
T6ANA0329,1266.0,1266.0,23,3,0
T6ANA0429,1266.0,1266.0,23,3,0
T6ANA0629,1266.0,1266.0,23,3,0
T6ANA1529,1266.0,1266.0,23,3,0
T6ANA1629,1266.0,1266.0,23,3,0
T6ANA1929,1266.0,1266.0,23,3,0
T5ANA0172,1269.0,1269.0,23,3,0
T5ANA0272,1269.0,1269.0,23,3,0
T5ANA0572,1269.0,1269.0,23,3,0
T5ANA1472,1269.0,1269.0,23,3,0
T5ANA1772,1269.0,1269.0,23,3,0
T5ANA1872,1269.0,1269.0,23,3,0
T5TOR0333,1269.0,1269.0,23,11,0
T5TOR0433,1269.0,1269.0,23,11,0
T5TOR0633,1269.0,1269.0,23,11,0
T5TOR1533,1269.0,1269.0,23,11,0
T5TOR1633,1269.0,1269.0,23,11,0
T5TOR1933,1269.0,1269.0,23,11,0
T5TOR0173,1270.0,1270.0,23,11,0
T5TOR0273,1270.0,1270.0,23,11,0
T5TOR0573,1270.0,1270.0,23,11,0
T5TOR1473,1270.0,1270.0,23,11,0
T5TOR1773,1270.0,1270.0,23,11,0
T5TOR1873,1270.0,1270.0,23,11,0
T5ANA0173,1277.0,1277.0,23,3,0
T5ANA0273,1277.0,1277.0,23,3,0
T5ANA0573,1277.0,1277.0,23,3,0
T5ANA1473,1277.0,1277.0,23,3,0
T5ANA1773,1277.0,1277.0,23,3,0
T5ANA1873,1277.0,1277.0,23,3,0
T6TOR1737,1277.0,1277.0,23,8,0
T6TOR1837,1277.0,1277.0,23,8,0
T6TOR0137,1278.0,1278.0,23,9,0
T6TOR0237,1278.0,1278.0,23,9,0
T6TOR0537,1278.0,1278.0,23,9,0
T6TOR1437,1278.0,1278.0,23,9,0
T6TOR0330,1282.0,1282.0,23,9,0
T6TOR0430,1282.0,1282.0,23,9,0
T6TOR0630,1282.0,1282.0,23,9,0
T6TOR1530,1282.0,1282.0,23,9,0
T6TOR1630,1282.0,1282.0,23,9,0
T6TOR1930,1282.0,1282.0,23,8,0
T6ANA1437,1283.0,1283.0,23,3,0
T6ANA0137,1285.0,1285.0,23,3,0
T6ANA0237,1285.0,1285.0,23,3,0
T6ANA0537,1285.0,1285.0,23,3,0
T6ANA1737,1285.0,1285.0,23,3,0
T6ANA1837,1285.0,1285.0,23,3,0
T5TOR0174,1286.0,1286.0,23,11,0
T5TOR0274,1286.0,1286.0,23,11,0
T5TOR0574,1286.0,1286.0,23,11,0
T5TOR1474,1286.0,1286.0,23,11,0
T5TOR1774,1286.0,1286.0,23,11,0
T5TOR1874,1286.0,1286.0,23,11,0
T5ANA0334,1289.0,1289.0,23,3,0
T5ANA0434,1289.0,1289.0,23,3,0
T5ANA0634,1289.0,1289.0,23,3,0
T5ANA1534,1289.0,1289.0,23,3,0
T5ANA1634,1289.0,1289.0,23,3,0
T5ANA1934,1289.0,1289.0,23,3,0
T5ANA0174,1293.0,1293.0,23,3,0
T5ANA0274,1293.0,1293.0,23,3,0
T5ANA0574,1293.0,1293.0,23,3,0
T5ANA1474,1293.0,1293.0,23,3,0
T5ANA1774,1293.0,1293.0,23,3,0
T5ANA1874,1293.0,1293.0,23,3,0
T6ANA0330,1298.0,1298.0,23,3,0
T6ANA0430,1298.0,1298.0,23,3,0
T6ANA0630,1298.0,1298.0,23,3,0
T6ANA1530,1298.0,1298.0,23,3,0
T6ANA1630,1298.0,1298.0,23,3,0
T6ANA1930,1298.0,1298.0,23,3,0
T5ANA0175,1299.0,1299.0,23,3,0
T5ANA0275,1299.0,1299.0,23,3,0
T5ANA0575,1299.0,1299.0,23,3,0
T5ANA1475,1299.0,1299.0,23,3,0
T5ANA1775,1299.0,1299.0,23,3,0
T5ANA1875,1299.0,1299.0,23,3,0
T5TOR0334,1299.0,1299.0,23,11,0
T5TOR0434,1299.0,1299.0,23,11,0
T5TOR0634,1299.0,1299.0,23,11,0
T5TOR1534,1299.0,1299.0,23,11,0
T5TOR1634,1299.0,1299.0,23,11,0
T5TOR1934,1299.0,1299.0,23,11,0
T5TOR0175,1300.0,1300.0,23,11,0
T5TOR0275,1300.0,1300.0,23,11,0
T5TOR0575,1300.0,1300.0,23,11,0
T5TOR1475,1300.0,1300.0,23,11,0
T5TOR1775,1300.0,1300.0,23,11,0
T5TOR1875,1300.0,1300.0,23,11,0
T6TOR1738,1308.0,1308.0,23,8,0
T6TOR1838,1308.0,1308.0,23,8,0
T6TOR0138,1309.0,1309.0,23,9,0
T6TOR0238,1309.0,1309.0,23,9,0
T6TOR0538,1309.0,1309.0,23,9,0
T6TOR1438,1309.0,1309.0,23,9,0
T6TOR1531,1311.0,1311.0,23,9,0
T6TOR1631,1311.0,1311.0,23,9,0
T6TOR0331,1312.0,1312.0,23,9,0
T6TOR0431,1312.0,1312.0,23,9,0
T6TOR0631,1312.0,1312.0,23,9,0
T6TOR1931,1312.0,1312.0,23,8,0
T5ANA0176,1315.0,1315.0,23,3,0
T5ANA0276,1315.0,1315.0,23,3,0
T5ANA0576,1315.0,1315.0,23,3,0
T5ANA1476,1315.0,1315.0,23,3,0
T5ANA1776,1315.0,1315.0,23,3,0
T5ANA1876,1315.0,1315.0,23,3,0
T5ANA0335,1318.0,1318.0,23,3,0
T5ANA0435,1318.0,1318.0,23,3,0
T5ANA0635,1318.0,1318.0,23,3,0
T5ANA1535,1318.0,1318.0,23,3,0
T5ANA1635,1318.0,1318.0,23,3,0
T5ANA1935,1318.0,1318.0,23,3,0
T5TOR0176,1323.0,1323.0,23,11,0
T5TOR0276,1323.0,1323.0,23,11,0
T5TOR0576,1323.0,1323.0,23,11,0
T5TOR1476,1323.0,1323.0,23,11,0
T5TOR1776,1323.0,1323.0,23,11,0
T5TOR1876,1323.0,1323.0,23,11,0
T6ANA0138,1323.0,1323.0,23,3,0
T6ANA0238,1323.0,1323.0,23,3,0
T6ANA0538,1323.0,1323.0,23,3,0
T6ANA1438,1323.0,1323.0,23,3,0
T6ANA1738,1323.0,1323.0,23,3,0
T6ANA1838,1323.0,1323.0,23,3,0
T6ANA0331,1326.0,1326.0,23,3,0
T6ANA0431,1326.0,1326.0,23,3,0
T6ANA0631,1326.0,1326.0,23,3,0
T6ANA1531,1326.0,1326.0,23,3,0
T6ANA1631,1326.0,1326.0,23,3,0
T6ANA1931,1326.0,1326.0,23,3,0
T6TOR1739,1327.0,1327.0,23,8,0
T6TOR1839,1327.0,1327.0,23,8,0
T6TOR0139,1328.0,1328.0,23,9,0
T6TOR0239,1328.0,1328.0,23,9,0
T6TOR0539,1328.0,1328.0,23,9,0
T6TOR1439,1328.0,1328.0,23,9,0
T5TOR0335,1333.0,1333.0,23,11,0
T5TOR0435,1333.0,1333.0,23,11,0
T5TOR1535,1333.0,1333.0,23,11,0
T5TOR1635,1333.0,1333.0,23,11,0
T5TOR0635,1334.0,1334.0,23,11,0
T5TOR1935,1334.0,1334.0,23,11,0
T5ANA0177,1336.0,1336.0,23,3,0
T5ANA0277,1336.0,1336.0,23,3,0
T5ANA0577,1336.0,1336.0,23,3,0
T5ANA1477,1336.0,1336.0,23,3,0
T5ANA1777,1336.0,1336.0,23,3,0
T5ANA1877,1336.0,1336.0,23,3,0
T5TOR0177,1350.0,1350.0,23,11,0
T5TOR0277,1350.0,1350.0,23,11,0
T5TOR0577,1350.0,1350.0,23,11,0
T5TOR1477,1350.0,1350.0,23,11,0
T5TOR1777,1350.0,1350.0,23,11,0
T5TOR1877,1350.0,1350.0,23,11,0
T5ANA0336,1352.0,1352.0,23,3,0
T5ANA0436,1352.0,1352.0,23,3,0
T5ANA0636,1352.0,1352.0,23,3,0
T5ANA1536,1352.0,1352.0,23,3,0
T5ANA1636,1352.0,1352.0,23,3,0
T5ANA1936,1352.0,1352.0,23,3,0
T5ANA0178,1363.0,1363.0,23,3,0
T5ANA0278,1363.0,1363.0,23,3,0
T5ANA0578,1363.0,1363.0,23,3,0
T5ANA1478,1363.0,1363.0,23,3,0
T5ANA1778,1363.0,1363.0,23,3,0
T5ANA1878,1363.0,1363.0,23,3,0
T5TOR0636,1364.0,1364.0,23,11,0
T5TOR1936,1364.0,1364.0,23,11,0
T5TOR0336,1365.0,1365.0,23,11,0
T5TOR0436,1365.0,1365.0,23,11,0
T5TOR1536,1365.0,1365.0,23,11,0
T5TOR1636,1365.0,1365.0,23,11,0
T5TOR0178,1382.0,1382.0,23,11,0
T5TOR0278,1382.0,1382.0,23,11,0
T5TOR0578,1382.0,1382.0,23,11,0
T5TOR1478,1382.0,1382.0,23,11,0
T5TOR1778,1382.0,1382.0,23,11,0
T5TOR1878,1382.0,1382.0,23,11,0
T5ANA0637,1383.0,1383.0,23,3,0
T5ANA1937,1383.0,1383.0,23,3,0
T5ANA0337,1384.0,1384.0,23,3,0
T5ANA0437,1384.0,1384.0,23,3,0
T5ANA1537,1384.0,1384.0,23,3,0
T5ANA1637,1384.0,1384.0,23,3,0
T5ANA0179,1395.0,1395.0,23,3,0
T5ANA0279,1395.0,1395.0,23,3,0
T5ANA0579,1395.0,1395.0,23,3,0
T5ANA1479,1395.0,1395.0,23,3,0
T5ANA1779,1395.0,1395.0,23,3,0
T5ANA1879,1395.0,1395.0,23,3,0
T5TOR0337,1397.0,1397.0,23,11,0
T5TOR0437,1397.0,1397.0,23,11,0
T5TOR0637,1397.0,1397.0,23,11,0
T5TOR1537,1397.0,1397.0,23,11,0
T5TOR1637,1397.0,1397.0,23,11,0
T5TOR1937,1397.0,1397.0,23,11,0
T5TOR0179,1406.0,1406.0,23,11,0
T5TOR1779,1406.0,1406.0,23,11,0
T5TOR0279,1409.0,1409.0,23,11,0
T5TOR0579,1409.0,1409.0,23,11,0
T5TOR1479,1409.0,1409.0,23,11,0
T5TOR1879,1409.0,1409.0,23,11,0
T5ANA0638,1412.0,1412.0,23,3,0
T5ANA1938,1412.0,1412.0,23,3,0
T5ANA0338,1414.0,1414.0,23,3,0
T5ANA0438,1414.0,1414.0,23,3,0
T5ANA1538,1414.0,1414.0,23,3,0
T5ANA1638,1414.0,1414.0,23,3,0
T5ANA0180,1419.0,1419.0,23,3,0
T5ANA1780,1419.0,1419.0,23,3,0
T5ANA0280,1424.0,1424.0,23,3,0
T5ANA0580,1424.0,1424.0,23,3,0
T5ANA1480,1424.0,1424.0,23,3,0
T5ANA1880,1424.0,1424.0,23,3,0
T5TOR1538,1426.0,1426.0,23,11,0
T5TOR1638,1426.0,1426.0,23,11,0
T5TOR0438,1427.0,1427.0,23,11,0
T5TOR0338,1428.0,1428.0,23,11,0
T5TOR0638,1429.0,1429.0,23,11,0
T5TOR1938,1429.0,1429.0,23,11,0
T5TOR0180,1435.0,1435.0,23,11,0
T5TOR1780,1435.0,1435.0,23,11,0
T5TOR0280,1441.0,1441.0,23,11,0
T5TOR0580,1441.0,1441.0,23,11,0
T5TOR1480,1441.0,1441.0,23,11,0
T5TOR1880,1441.0,1441.0,23,11,0
T5ANA0339,1443.0,1443.0,23,3,0
T5ANA0439,1443.0,1443.0,23,3,0
T5ANA1539,1443.0,1443.0,23,3,0
T5ANA1639,1443.0,1443.0,23,3,0
T5TOR0439,1457.0,1457.0,23,11,0
T5ANA0639,6.0,6.0,24,4,0
T5ANA1939,6.0,6.0,24,4,0
T5ANA0181,9.0,9.0,24,4,0
T5ANA1781,9.0,9.0,24,4,0
T5ANA1881,17.0,17.0,24,4,0
T5TOR0181,17.0,17.0,24,10,0
T5TOR0339,17.0,17.0,24,10,0
T5TOR0639,17.0,17.0,24,10,0
T5TOR1539,17.0,17.0,24,10,0
T5TOR1639,17.0,17.0,24,10,0
T5TOR1781,17.0,17.0,24,10,0
T5TOR1939,17.0,17.0,24,10,0
T5ANA0281,18.0,18.0,24,4,0
T5ANA0581,18.0,18.0,24,4,0
T5ANA1481,18.0,18.0,24,4,0
T5TOR0281,29.0,29.0,24,10,0
T5TOR0581,29.0,29.0,24,10,0
T5TOR1481,29.0,29.0,24,10,0
T5TOR1881,29.0,29.0,24,10,0
T5ANA0640,33.0,33.0,24,4,0
T5ANA1940,33.0,33.0,24,4,0
T5ANA0340,36.0,36.0,24,4,0
T5ANA1540,36.0,36.0,24,4,0
T5ANA0282,45.0,45.0,24,4,0
T5ANA0582,45.0,45.0,24,4,0
T5ANA1482,45.0,45.0,24,4,0
T5ANA1882,45.0,45.0,24,4,0
T5TOR0340,47.0,47.0,24,10,0
T5TOR1540,47.0,47.0,24,10,0
T5TOR0640,49.0,49.0,24,10,0
T5TOR1940,49.0,49.0,24,10,0
T5TOR0282,61.0,61.0,24,10,0
T5TOR0582,61.0,61.0,24,10,0
T5TOR1482,61.0,61.0,24,10,0
T5TOR1882,61.0,61.0,24,10,0
T5ANA0641,65.0,65.0,24,4,0
T5ANA0341,66.0,66.0,24,4,0
T5ANA1541,66.0,66.0,24,4,0
T5ANA1941,66.0,66.0,24,4,0
T5TOR0341,76.0,76.0,24,10,0
T5TOR0641,76.0,76.0,24,10,0
T5TOR1541,76.0,76.0,24,10,0
T5TOR1941,76.0,76.0,24,10,0
T5ANA0283,77.0,77.0,24,4,0
T5ANA0583,77.0,77.0,24,4,0
T5ANA1483,77.0,77.0,24,4,0
T5ANA1883,77.0,77.0,24,4,0
T5TOR0283,85.0,85.0,24,10,0
T5TOR1483,85.0,85.0,24,10,0
T5TOR1883,85.0,85.0,24,10,0
T5TOR0583,88.0,88.0,24,10,0
T5ANA0642,94.0,94.0,24,4,0
T5ANA0342,96.0,96.0,24,4,0
T5ANA1542,96.0,96.0,24,4,0
T5ANA1942,96.0,96.0,24,4,0
T5ANA0284,101.0,101.0,24,4,0
T5ANA1484,101.0,101.0,24,4,0
T5ANA1884,101.0,101.0,24,4,0
T5ANA0584,106.0,106.0,24,4,0
T5TOR0342,107.0,107.0,24,10,0
T5TOR1542,107.0,107.0,24,10,0
T5TOR1942,107.0,107.0,24,10,0
T5TOR0642,108.0,108.0,24,10,0
T5TOR0284,114.0,114.0,24,10,0
T5TOR1484,114.0,114.0,24,10,0
T5TOR1884,114.0,114.0,24,10,0
T5TOR0584,120.0,120.0,24,10,0
T5ANA0343,125.0,125.0,24,4,0
T5ANA1543,125.0,125.0,24,4,0
T5ANA1943,125.0,125.0,24,4,0
T5ANA0643,126.0,126.0,24,4,0
T5ANA0285,129.0,129.0,24,4,0
T5ANA1485,129.0,129.0,24,4,0
T5ANA1885,129.0,129.0,24,4,0
T5TOR0285,137.0,137.0,24,10,0
T5TOR0343,137.0,137.0,24,10,0
T5TOR0643,137.0,137.0,24,10,0
T5TOR1485,137.0,137.0,24,10,0
T5TOR1543,137.0,137.0,24,10,0
T5TOR1885,137.0,137.0,24,10,0
T5TOR1943,137.0,137.0,24,10,0
T5ANA0585,138.0,138.0,24,4,0
T5TOR0585,149.0,149.0,24,10,0
T5ANA0644,153.0,153.0,24,4,0
T5ANA0586,165.0,165.0,24,4,0
T5TOR0644,169.0,169.0,24,10,0
T5TOR0586,181.0,181.0,24,10,0
T5ANA0645,185.0,185.0,24,4,0
T5TOR0645,196.0,196.0,24,10,0
T5ANA0587,197.0,197.0,24,4,0
T5TOR0587,208.0,208.0,24,10,0
T5ANA0646,214.0,214.0,24,4,0
T5ANA0588,226.0,226.0,24,4,0
T5TOR0646,228.0,228.0,24,10,0
T5TOR0588,240.0,240.0,24,10,0
T5ANA0647,246.0,246.0,24,4,0
T5TOR0647,257.0,257.0,24,10,0
T5ANA0589,258.0,258.0,24,4,0
T5TOR0589,269.0,269.0,24,10,0
T5ANA0648,275.0,275.0,24,4,0
T5TOR0648,288.0,288.0,24,10,0
T5ANA0590,289.0,289.0,24,4,0
T5TOR0590,295.0,295.0,24,10,0
T5ANA011,306.0,306.0,24,4,0
T5ANA021,306.0,306.0,24,4,0
T5ANA031,306.0,306.0,24,4,0
T5ANA041,306.0,306.0,24,4,0
T5ANA051,306.0,306.0,24,4,0
T5ANA061,306.0,306.0,24,4,0
T5ANA141,306.0,306.0,24,4,0
T5ANA151,306.0,306.0,24,4,0
T5ANA161,306.0,306.0,24,4,0
T5ANA171,306.0,306.0,24,4,0
T5ANA181,306.0,306.0,24,4,0
T5ANA191,306.0,306.0,24,4,0
T5TOR011,317.0,317.0,24,10,0
T5TOR021,317.0,317.0,24,10,0
T5TOR051,317.0,317.0,24,10,0
T5TOR141,317.0,317.0,24,10,0
T5TOR171,317.0,317.0,24,10,0
T5TOR181,317.0,317.0,24,10,0
T5TOR031,318.0,318.0,24,10,0
T5TOR041,318.0,318.0,24,10,0
T5TOR061,318.0,318.0,24,10,0
T5TOR151,318.0,318.0,24,10,0
T5TOR161,318.0,318.0,24,10,0
T5TOR191,318.0,318.0,24,10,0
T5ANA012,336.0,336.0,24,4,0
T5ANA022,336.0,336.0,24,4,0
T5ANA032,336.0,336.0,24,4,0
T5ANA042,336.0,336.0,24,4,0
T5ANA052,336.0,336.0,24,4,0
T5ANA062,336.0,336.0,24,4,0
T5ANA142,336.0,336.0,24,4,0
T5ANA152,336.0,336.0,24,4,0
T5ANA162,336.0,336.0,24,4,0
T5ANA172,336.0,336.0,24,4,0
T5ANA182,336.0,336.0,24,4,0
T5ANA192,336.0,336.0,24,4,0
T5TOR012,347.0,347.0,24,10,0
T5TOR022,347.0,347.0,24,10,0
T5TOR032,347.0,347.0,24,10,0
T5TOR042,347.0,347.0,24,10,0
T5TOR052,347.0,347.0,24,10,0
T5TOR062,347.0,347.0,24,10,0
T5TOR142,347.0,347.0,24,10,0
T5TOR152,347.0,347.0,24,10,0
T5TOR162,347.0,347.0,24,10,0
T5TOR172,347.0,347.0,24,10,0
T5TOR182,347.0,347.0,24,10,0
T5TOR192,347.0,347.0,24,10,0
T6TOR171,355.0,355.0,24,7,0
T6TOR181,355.0,355.0,24,7,0
T6TOR011,356.0,356.0,24,8,0
T6TOR021,356.0,356.0,24,8,0
T6TOR051,356.0,356.0,24,8,0
T6TOR141,356.0,356.0,24,8,0
T5ANA013,365.0,365.0,24,4,0
T5ANA023,365.0,365.0,24,4,0
T5ANA033,365.0,365.0,24,4,0
T5ANA043,365.0,365.0,24,4,0
T5ANA053,365.0,365.0,24,4,0
T5ANA063,365.0,365.0,24,4,0
T5ANA143,365.0,365.0,24,4,0
T5ANA153,365.0,365.0,24,4,0
T5ANA163,365.0,365.0,24,4,0
T5ANA173,365.0,365.0,24,4,0
T5ANA183,365.0,365.0,24,4,0
T5ANA193,365.0,365.0,24,4,0
T6ANA011,375.0,375.0,24,4,0
T6ANA021,375.0,375.0,24,4,0
T6ANA051,375.0,375.0,24,4,0
T6ANA141,375.0,375.0,24,4,0
T6ANA171,375.0,375.0,24,4,0
T6ANA181,375.0,375.0,24,4,0
T5TOR013,376.0,376.0,24,10,0
T5TOR023,376.0,376.0,24,10,0
T5TOR053,376.0,376.0,24,10,0
T5TOR143,376.0,376.0,24,10,0
T5TOR173,376.0,376.0,24,10,0
T5TOR183,376.0,376.0,24,10,0
T5TOR033,377.0,377.0,24,10,0
T5TOR043,377.0,377.0,24,10,0
T5TOR063,377.0,377.0,24,10,0
T5TOR153,377.0,377.0,24,10,0
T5TOR163,377.0,377.0,24,10,0
T5TOR193,377.0,377.0,24,10,0
T6TOR172,384.0,384.0,24,7,0
T6TOR182,384.0,384.0,24,7,0
T6TOR012,385.0,385.0,24,8,0
T6TOR022,385.0,385.0,24,8,0
T6TOR052,385.0,385.0,24,8,0
T6TOR142,385.0,385.0,24,8,0
T5TOR014,395.0,395.0,24,10,0
T5TOR024,395.0,395.0,24,10,0
T5TOR054,395.0,395.0,24,10,0
T5TOR144,395.0,395.0,24,10,0
T5TOR174,395.0,395.0,24,10,0
T5TOR184,395.0,395.0,24,10,0
T5ANA014,396.0,396.0,24,4,0
T5ANA024,396.0,396.0,24,4,0
T5ANA034,396.0,396.0,24,4,0
T5ANA044,396.0,396.0,24,4,0
T5ANA054,396.0,396.0,24,4,0
T5ANA064,396.0,396.0,24,4,0
T5ANA144,396.0,396.0,24,4,0
T5ANA154,396.0,396.0,24,4,0
T5ANA164,396.0,396.0,24,4,0
T5ANA174,396.0,396.0,24,4,0
T5ANA184,396.0,396.0,24,4,0
T5ANA194,396.0,396.0,24,4,0
T5TOR015,405.0,405.0,24,10,0
T5TOR025,405.0,405.0,24,10,0
T5TOR055,405.0,405.0,24,10,0
T5TOR145,405.0,405.0,24,10,0
T5TOR175,405.0,405.0,24,10,0
T5TOR185,405.0,405.0,24,10,0
T6ANA012,405.0,405.0,24,4,0
T6ANA022,405.0,405.0,24,4,0
T6ANA052,405.0,405.0,24,4,0
T6ANA142,405.0,405.0,24,4,0
T6ANA172,405.0,405.0,24,4,0
T6ANA182,405.0,405.0,24,4,0
T5TOR034,407.0,407.0,24,10,0
T5TOR044,407.0,407.0,24,10,0
T5TOR064,407.0,407.0,24,10,0
T5TOR154,407.0,407.0,24,10,0
T5TOR164,407.0,407.0,24,10,0
T5TOR194,407.0,407.0,24,10,0
T6TOR013,413.0,413.0,24,8,0
T6TOR023,413.0,413.0,24,8,0
T6TOR053,413.0,413.0,24,8,0
T6TOR143,413.0,413.0,24,8,0
T6TOR173,413.0,413.0,24,7,0
T6TOR183,413.0,413.0,24,7,0
T5ANA015,415.0,415.0,24,4,0
T5ANA025,415.0,415.0,24,4,0
T5ANA055,415.0,415.0,24,4,0
T5ANA145,415.0,415.0,24,4,0
T5ANA175,415.0,415.0,24,4,0
T5ANA185,415.0,415.0,24,4,0
T5TOR016,421.0,421.0,24,10,0
T5TOR026,421.0,421.0,24,10,0
T5TOR056,421.0,421.0,24,10,0
T5TOR146,421.0,421.0,24,10,0
T5TOR176,421.0,421.0,24,10,0
T5TOR186,421.0,421.0,24,10,0
T6ANA013,423.0,423.0,24,4,0
T6ANA023,423.0,423.0,24,4,0
T6ANA053,423.0,423.0,24,4,0
T6ANA143,423.0,423.0,24,4,0
T6ANA173,423.0,423.0,24,4,0
T6ANA183,423.0,423.0,24,4,0
T6TOR031,425.0,425.0,24,8,0
T6TOR041,425.0,425.0,24,8,0
T6TOR061,425.0,425.0,24,8,0
T6TOR151,425.0,425.0,24,8,0
T6TOR161,425.0,425.0,24,8,0
T6TOR191,425.0,425.0,24,7,0
T5ANA035,426.0,426.0,24,4,0
T5ANA045,426.0,426.0,24,4,0
T5ANA065,426.0,426.0,24,4,0
T5ANA155,426.0,426.0,24,4,0
T5ANA165,426.0,426.0,24,4,0
T5ANA195,426.0,426.0,24,4,0
T5TOR017,427.0,427.0,24,10,0
T5TOR027,427.0,427.0,24,10,0
T5TOR057,427.0,427.0,24,10,0
T5TOR147,427.0,427.0,24,10,0
T5TOR177,427.0,427.0,24,10,0
T5TOR187,427.0,427.0,24,10,0
T5ANA016,430.0,430.0,24,4,0
T5ANA026,430.0,430.0,24,4,0
T5ANA056,430.0,430.0,24,4,0
T5ANA146,430.0,430.0,24,4,0
T5ANA176,430.0,430.0,24,4,0
T5ANA186,430.0,430.0,24,4,0
T5TOR035,435.0,435.0,24,10,0
T5TOR045,435.0,435.0,24,10,0
T5TOR065,435.0,435.0,24,10,0
T5TOR155,435.0,435.0,24,10,0
T5TOR165,435.0,435.0,24,10,0
T5TOR195,435.0,435.0,24,10,0
T6TOR014,438.0,438.0,24,8,0
T6TOR024,438.0,438.0,24,8,0
T6TOR054,438.0,438.0,24,8,0
T6TOR144,438.0,438.0,24,8,0
T6TOR174,438.0,438.0,24,7,0
T6TOR184,438.0,438.0,24,7,0
T5ANA017,439.0,439.0,24,4,0
T5ANA027,439.0,439.0,24,4,0
T5ANA057,439.0,439.0,24,4,0
T5ANA147,439.0,439.0,24,4,0
T5ANA177,439.0,439.0,24,4,0
T5ANA187,439.0,439.0,24,4,0
T6ANA031,444.0,444.0,24,4,0
T6ANA041,444.0,444.0,24,4,0
T6ANA061,444.0,444.0,24,4,0
T6ANA151,444.0,444.0,24,4,0
T6ANA161,444.0,444.0,24,4,0
T6ANA191,444.0,444.0,24,4,0
T5TOR018,445.0,445.0,24,10,0
T5TOR028,445.0,445.0,24,10,0
T5TOR058,445.0,445.0,24,10,0
T5TOR148,445.0,445.0,24,10,0
T5TOR178,445.0,445.0,24,10,0
T5TOR188,445.0,445.0,24,10,0
T6ANA014,447.0,447.0,24,4,0
T6ANA024,447.0,447.0,24,4,0
T6ANA054,447.0,447.0,24,4,0
T6ANA144,447.0,447.0,24,4,0
T6ANA174,447.0,447.0,24,4,0
T6ANA184,447.0,447.0,24,4,0
T5TOR019,454.0,454.0,24,10,0
T5TOR029,454.0,454.0,24,10,0
T5TOR059,454.0,454.0,24,10,0
T5TOR149,454.0,454.0,24,10,0
T5TOR179,454.0,454.0,24,10,0
T5TOR189,454.0,454.0,24,10,0
T5ANA018,455.0,455.0,24,4,0
T5ANA028,455.0,455.0,24,4,0
T5ANA058,455.0,455.0,24,4,0
T5ANA148,455.0,455.0,24,4,0
T5ANA178,455.0,455.0,24,4,0
T5ANA188,455.0,455.0,24,4,0
T6TOR032,455.0,455.0,24,8,0
T6TOR042,455.0,455.0,24,8,0
T6TOR062,455.0,455.0,24,8,0
T6TOR152,455.0,455.0,24,8,0
T6TOR162,455.0,455.0,24,8,0
T6TOR192,455.0,455.0,24,7,0
T5ANA036,456.0,456.0,24,4,0
T5ANA046,456.0,456.0,24,4,0
T5ANA066,456.0,456.0,24,4,0
T5ANA156,456.0,456.0,24,4,0
T5ANA166,456.0,456.0,24,4,0
T5ANA196,456.0,456.0,24,4,0
T6TOR015,461.0,461.0,24,8,0
T6TOR025,461.0,461.0,24,8,0
T6TOR055,461.0,461.0,24,8,0
T6TOR145,461.0,461.0,24,8,0
T6TOR175,461.0,461.0,24,7,0
T6TOR185,461.0,461.0,24,7,0
T5ANA019,463.0,463.0,24,4,0
T5ANA029,463.0,463.0,24,4,0
T5ANA059,463.0,463.0,24,4,0
T5ANA149,463.0,463.0,24,4,0
T5ANA179,463.0,463.0,24,4,0
T5ANA189,463.0,463.0,24,4,0
T5TOR036,465.0,465.0,24,10,0
T5TOR046,465.0,465.0,24,10,0
T5TOR066,465.0,465.0,24,10,0
T5TOR156,465.0,465.0,24,10,0
T5TOR166,465.0,465.0,24,10,0
T5TOR196,465.0,465.0,24,10,0
T5TOR0110,470.0,470.0,24,10,0
T5TOR0210,470.0,470.0,24,10,0
T5TOR0510,470.0,470.0,24,10,0
T5TOR1410,470.0,470.0,24,10,0
T5TOR1710,470.0,470.0,24,10,0
T5TOR1810,470.0,470.0,24,10,0
T6ANA015,471.0,471.0,24,4,0
T6ANA025,471.0,471.0,24,4,0
T6ANA055,471.0,471.0,24,4,0
T6ANA145,471.0,471.0,24,4,0
T6ANA175,471.0,471.0,24,4,0
T6ANA185,471.0,471.0,24,4,0
T6ANA032,474.0,474.0,24,4,0
T6ANA042,474.0,474.0,24,4,0
T6ANA062,474.0,474.0,24,4,0
T6ANA152,474.0,474.0,24,4,0
T6ANA162,474.0,474.0,24,4,0
T6ANA192,474.0,474.0,24,4,0
