trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type
T5TOR157,486.0,486.0,14,4,0
T5TOR167,486.0,486.0,14,4,0
T5TOR197,486.0,486.0,14,4,0
T5ANA0110,489.0,489.0,14,10,0
T5ANA0210,489.0,489.0,14,10,0
T5ANA0510,489.0,489.0,14,10,0
T5ANA1410,489.0,489.0,14,10,0
T5ANA1710,489.0,489.0,14,10,0
T5ANA1810,489.0,489.0,14,10,0
T5TOR0113,490.0,490.0,14,4,0
T5TOR0213,490.0,490.0,14,4,0
T5TOR0513,490.0,490.0,14,4,0
T5TOR1413,490.0,490.0,14,4,0
T5TOR1713,490.0,490.0,14,4,0
T5TOR1813,490.0,490.0,14,4,0
T5ANA037,495.0,495.0,14,10,0
T5ANA047,495.0,495.0,14,10,0
T5ANA067,495.0,495.0,14,10,0
T5ANA157,495.0,495.0,14,10,0
T5ANA167,495.0,495.0,14,10,0
T5ANA197,495.0,495.0,14,10,0
T5ANA0111,497.0,497.0,14,10,0
T5ANA0211,497.0,497.0,14,10,0
T5ANA0511,497.0,497.0,14,10,0
T5ANA1411,497.0,497.0,14,10,0
T5ANA1711,497.0,497.0,14,10,0
T5ANA1811,497.0,497.0,14,10,0
T5TOR0114,506.0,506.0,14,4,0
T5TOR0214,506.0,506.0,14,4,0
T5TOR0514,506.0,506.0,14,4,0
T5TOR1414,506.0,506.0,14,4,0
T5TOR1714,506.0,506.0,14,4,0
T5TOR1814,506.0,506.0,14,4,0
T5ANA0112,513.0,513.0,14,10,0
T5ANA0212,513.0,513.0,14,10,0
T5ANA0512,513.0,513.0,14,10,0
T5ANA1412,513.0,513.0,14,10,0
T5ANA1712,513.0,513.0,14,10,0
T5ANA1812,513.0,513.0,14,10,0
T5TOR0115,514.0,514.0,14,4,0
T5TOR0215,514.0,514.0,14,4,0
T5TOR0515,514.0,514.0,14,4,0
T5TOR1415,514.0,514.0,14,4,0
T5TOR1715,514.0,514.0,14,4,0
T5TOR1815,514.0,514.0,14,4,0
T5TOR038,515.0,515.0,14,4,0
T5TOR048,515.0,515.0,14,4,0
T5TOR068,515.0,515.0,14,4,0
T5TOR158,515.0,515.0,14,4,0
T5TOR168,515.0,515.0,14,4,0
T5TOR198,515.0,515.0,14,4,0
T5ANA0113,521.0,521.0,14,10,0
T5ANA0213,521.0,521.0,14,10,0
T5ANA0513,521.0,521.0,14,10,0
T5ANA1413,521.0,521.0,14,10,0
T5ANA1713,521.0,521.0,14,10,0
T5ANA1813,521.0,521.0,14,10,0
T5ANA038,526.0,526.0,14,10,0
T5ANA048,526.0,526.0,14,10,0
T5ANA068,526.0,526.0,14,10,0
T5ANA158,526.0,526.0,14,10,0
T5ANA168,526.0,526.0,14,10,0
T5ANA198,526.0,526.0,14,10,0
T5TOR0116,530.0,530.0,14,4,0
T5TOR0216,530.0,530.0,14,4,0
T5TOR0516,530.0,530.0,14,4,0
T5TOR1416,530.0,530.0,14,4,0
T5TOR1716,530.0,530.0,14,4,0
T5TOR1816,530.0,530.0,14,4,0
T5ANA0114,537.0,537.0,14,10,0
T5ANA0214,537.0,537.0,14,10,0
T5ANA0514,537.0,537.0,14,10,0
T5ANA1414,537.0,537.0,14,10,0
T5ANA1714,537.0,537.0,14,10,0
T5ANA1814,537.0,537.0,14,10,0
T5TOR0117,538.0,538.0,14,4,0
T5TOR0217,538.0,538.0,14,4,0
T5TOR0517,538.0,538.0,14,4,0
T5TOR1417,538.0,538.0,14,4,0
T5TOR1717,538.0,538.0,14,4,0
T5TOR1817,538.0,538.0,14,4,0
T5ANA0115,545.0,545.0,14,10,0
T5ANA0215,545.0,545.0,14,10,0
T5ANA0515,545.0,545.0,14,10,0
T5ANA1415,545.0,545.0,14,10,0
T5ANA1715,545.0,545.0,14,10,0
T5ANA1815,545.0,545.0,14,10,0
T5TOR039,545.0,545.0,14,4,0
T5TOR049,545.0,545.0,14,4,0
T5TOR069,545.0,545.0,14,4,0
T5TOR159,545.0,545.0,14,4,0
T5TOR169,545.0,545.0,14,4,0
T5TOR199,545.0,545.0,14,4,0
T5TOR0118,554.0,554.0,14,4,0
T5TOR0218,554.0,554.0,14,4,0
T5TOR0518,554.0,554.0,14,4,0
T5TOR1418,554.0,554.0,14,4,0
T5TOR1718,554.0,554.0,14,4,0
T5TOR1818,554.0,554.0,14,4,0
T5ANA039,556.0,556.0,14,10,0
T5ANA049,556.0,556.0,14,10,0
T5ANA069,556.0,556.0,14,10,0
T5ANA159,556.0,556.0,14,10,0
T5ANA169,556.0,556.0,14,10,0
T5ANA199,556.0,556.0,14,10,0
T5ANA0116,561.0,561.0,14,10,0
T5ANA0216,561.0,561.0,14,10,0
T5ANA0516,561.0,561.0,14,10,0
T5ANA1416,561.0,561.0,14,10,0
T5ANA1716,561.0,561.0,14,10,0
T5ANA1816,561.0,561.0,14,10,0
T5TOR0119,562.0,562.0,14,4,0
T5TOR0219,562.0,562.0,14,4,0
T5TOR0519,562.0,562.0,14,4,0
T5TOR1419,562.0,562.0,14,4,0
T5TOR1719,562.0,562.0,14,4,0
T5TOR1819,562.0,562.0,14,4,0
T5ANA0117,569.0,569.0,14,10,0
T5ANA0217,569.0,569.0,14,10,0
T5ANA0517,569.0,569.0,14,10,0
T5ANA1417,569.0,569.0,14,10,0
T5ANA1717,569.0,569.0,14,10,0
T5ANA1817,569.0,569.0,14,10,0
T5TOR0310,572.0,572.0,14,4,0
T5TOR0410,572.0,572.0,14,4,0
T5TOR0610,572.0,572.0,14,4,0
T5TOR1510,572.0,572.0,14,4,0
T5TOR1610,572.0,572.0,14,4,0
T5TOR1910,572.0,572.0,14,4,0
T5TOR0120,579.0,579.0,14,4,0
T5TOR0220,579.0,579.0,14,4,0
T5TOR0520,579.0,579.0,14,4,0
T5TOR1420,579.0,579.0,14,4,0
T5TOR1720,579.0,579.0,14,4,0
T5TOR1820,579.0,579.0,14,4,0
T5ANA0118,585.0,585.0,14,10,0
T5ANA0218,585.0,585.0,14,10,0
T5ANA0310,585.0,585.0,14,10,0
T5ANA0410,585.0,585.0,14,10,0
T5ANA0518,585.0,585.0,14,10,0
T5ANA0610,585.0,585.0,14,10,0
T5ANA1418,585.0,585.0,14,10,0
T5ANA1510,585.0,585.0,14,10,0
T5ANA1610,585.0,585.0,14,10,0
T5ANA1718,585.0,585.0,14,10,0
T5ANA1818,585.0,585.0,14,10,0
T5ANA1910,585.0,585.0,14,10,0
T5TOR0121,587.0,587.0,14,4,0
T5TOR0221,587.0,587.0,14,4,0
T5TOR0521,587.0,587.0,14,4,0
T5TOR1421,587.0,587.0,14,4,0
T5TOR1721,587.0,587.0,14,4,0
T5TOR1821,587.0,587.0,14,4,0
T5ANA0119,593.0,593.0,14,10,0
T5ANA0219,593.0,593.0,14,10,0
T5ANA0519,593.0,593.0,14,10,0
T5ANA1419,593.0,593.0,14,10,0
T5ANA1719,593.0,593.0,14,10,0
T5ANA1819,593.0,593.0,14,10,0
T5ANA0120,601.0,601.0,14,10,0
T5ANA0220,601.0,601.0,14,10,0
T5ANA0520,601.0,601.0,14,10,0
T5ANA1420,601.0,601.0,14,10,0
T5ANA1720,601.0,601.0,14,10,0
T5ANA1820,601.0,601.0,14,10,0
T5TOR0311,601.0,601.0,14,4,0
T5TOR0411,601.0,601.0,14,4,0
T5TOR0611,601.0,601.0,14,4,0
T5TOR1511,601.0,601.0,14,4,0
T5TOR1611,601.0,601.0,14,4,0
T5TOR1911,601.0,601.0,14,4,0
T5TOR0122,603.0,603.0,14,4,0
T5TOR0222,603.0,603.0,14,4,0
T5TOR0522,603.0,603.0,14,4,0
T5TOR1422,603.0,603.0,14,4,0
T5TOR1722,603.0,603.0,14,4,0
T5TOR1822,603.0,603.0,14,4,0
T5ANA0311,615.0,615.0,14,10,0
T5ANA0411,615.0,615.0,14,10,0
T5ANA0611,615.0,615.0,14,10,0
T5ANA1511,615.0,615.0,14,10,0
T5ANA1611,615.0,615.0,14,10,0
T5ANA1911,615.0,615.0,14,10,0
T5ANA0121,617.0,617.0,14,10,0
T5ANA0221,617.0,617.0,14,10,0
T5ANA0521,617.0,617.0,14,10,0
T5ANA1421,617.0,617.0,14,10,0
T5ANA1721,617.0,617.0,14,10,0
T5ANA1821,617.0,617.0,14,10,0
T5TOR0123,619.0,619.0,14,4,0
T5TOR0223,619.0,619.0,14,4,0
T5TOR0523,619.0,619.0,14,4,0
T5TOR1423,619.0,619.0,14,4,0
T5TOR1723,619.0,619.0,14,4,0
T5TOR1823,619.0,619.0,14,4,0
T5ANA0122,625.0,625.0,14,10,0
T5ANA0222,625.0,625.0,14,10,0
T5ANA0522,625.0,625.0,14,10,0
T5ANA1422,625.0,625.0,14,10,0
T5ANA1722,625.0,625.0,14,10,0
T5ANA1822,625.0,625.0,14,10,0
T5TOR0312,632.0,632.0,14,4,0
T5TOR0412,632.0,632.0,14,4,0
T5TOR0612,632.0,632.0,14,4,0
T5TOR1512,632.0,632.0,14,4,0
T5TOR1612,632.0,632.0,14,4,0
T5TOR1912,632.0,632.0,14,4,0
T5TOR0124,635.0,635.0,14,4,0
T5TOR0224,635.0,635.0,14,4,0
T5TOR0524,635.0,635.0,14,4,0
T5TOR1424,635.0,635.0,14,4,0
T5TOR1724,635.0,635.0,14,4,0
T5TOR1824,635.0,635.0,14,4,0
T5ANA0312,639.0,639.0,14,10,0
T5ANA0412,639.0,639.0,14,10,0
T5ANA0612,639.0,639.0,14,10,0
T5ANA1512,639.0,639.0,14,10,0
T5ANA1612,639.0,639.0,14,10,0
T5ANA1912,639.0,639.0,14,10,0
T5ANA0123,641.0,641.0,14,10,0
T5ANA0223,641.0,641.0,14,10,0
T5ANA0523,641.0,641.0,14,10,0
T5ANA1423,641.0,641.0,14,10,0
T5ANA1723,641.0,641.0,14,10,0
T5ANA1823,641.0,641.0,14,10,0
T5TOR0125,650.0,650.0,14,4,0
T5TOR0225,650.0,650.0,14,4,0
T5TOR0525,650.0,650.0,14,4,0
T5TOR1425,650.0,650.0,14,4,0
T5TOR1725,650.0,650.0,14,4,0
T5TOR1825,650.0,650.0,14,4,0
T5TOR0313,656.0,656.0,14,4,0
T5TOR0413,656.0,656.0,14,4,0
T5TOR0613,656.0,656.0,14,4,0
T5TOR1513,656.0,656.0,14,4,0
T5TOR1613,656.0,656.0,14,4,0
T5TOR1913,656.0,656.0,14,4,0
T5ANA0124,657.0,657.0,14,10,0
T5ANA0224,657.0,657.0,14,10,0
T5ANA0524,657.0,657.0,14,10,0
T5ANA1424,657.0,657.0,14,10,0
T5ANA1724,657.0,657.0,14,10,0
T5ANA1824,657.0,657.0,14,10,0
T5ANA0313,670.0,670.0,14,10,0
T5ANA0413,670.0,670.0,14,10,0
T5ANA0613,670.0,670.0,14,10,0
T5ANA1513,670.0,670.0,14,10,0
T5ANA1613,670.0,670.0,14,10,0
T5ANA1913,670.0,670.0,14,10,0
T5ANA0125,673.0,673.0,14,10,0
T5ANA0225,673.0,673.0,14,10,0
T5ANA0525,673.0,673.0,14,10,0
T5ANA1425,673.0,673.0,14,10,0
T5ANA1725,673.0,673.0,14,10,0
T5ANA1825,673.0,673.0,14,10,0
T5TOR0126,675.0,675.0,14,4,0
T5TOR0226,675.0,675.0,14,4,0
T5TOR0526,675.0,675.0,14,4,0
T5TOR1426,675.0,675.0,14,4,0
T5TOR1726,675.0,675.0,14,4,0
T5TOR1826,675.0,675.0,14,4,0
T5TOR0314,686.0,686.0,14,4,0
T5TOR0414,686.0,686.0,14,4,0
T5TOR0614,686.0,686.0,14,4,0
T5TOR1514,686.0,686.0,14,4,0
T5TOR1614,686.0,686.0,14,4,0
T5TOR1914,686.0,686.0,14,4,0
T5ANA0126,689.0,689.0,14,10,0
T5ANA0226,689.0,689.0,14,10,0
T5ANA0526,689.0,689.0,14,10,0
T5ANA1426,689.0,689.0,14,10,0
T5ANA1726,689.0,689.0,14,10,0
T5ANA1826,689.0,689.0,14,10,0
T5ANA0314,697.0,697.0,14,10,0
T5ANA0414,697.0,697.0,14,10,0
T5ANA0614,697.0,697.0,14,10,0
T5ANA1514,697.0,697.0,14,10,0
T5ANA1614,697.0,697.0,14,10,0
T5ANA1914,697.0,697.0,14,10,0
T5TOR0127,699.0,699.0,14,4,0
T5TOR0227,699.0,699.0,14,4,0
T5TOR0527,699.0,699.0,14,4,0
T5TOR1427,699.0,699.0,14,4,0
T5TOR1727,699.0,699.0,14,4,0
T5TOR1827,699.0,699.0,14,4,0
T5ANA0127,713.0,713.0,14,10,0
T5ANA0227,713.0,713.0,14,10,0
T5ANA0527,713.0,713.0,14,10,0
T5ANA1427,713.0,713.0,14,10,0
T5ANA1727,713.0,713.0,14,10,0
T5ANA1827,713.0,713.0,14,10,0
T5TOR0128,714.0,714.0,14,4,0
T5TOR0228,714.0,714.0,14,4,0
T5TOR0528,714.0,714.0,14,4,0
T5TOR1428,714.0,714.0,14,4,0
T5TOR1728,714.0,714.0,14,4,0
T5TOR1828,714.0,714.0,14,4,0
T5TOR0315,715.0,715.0,14,4,0
T5TOR0415,715.0,715.0,14,4,0
T5TOR0615,715.0,715.0,14,4,0
T5TOR1515,715.0,715.0,14,4,0
T5TOR1615,715.0,715.0,14,4,0
T5TOR1915,715.0,715.0,14,4,0
T5ANA0315,727.0,727.0,14,10,0
T5ANA0415,727.0,727.0,14,10,0
T5ANA0615,727.0,727.0,14,10,0
T5ANA1515,727.0,727.0,14,10,0
T5ANA1615,727.0,727.0,14,10,0
T5ANA1915,727.0,727.0,14,10,0
T5TOR0129,730.0,730.0,14,4,0
T5TOR0229,730.0,730.0,14,4,0
T5TOR0529,730.0,730.0,14,4,0
T5TOR1429,730.0,730.0,14,4,0
T5TOR1729,730.0,730.0,14,4,0
T5TOR1829,730.0,730.0,14,4,0
T5ANA0128,737.0,737.0,14,10,0
T5ANA0228,737.0,737.0,14,10,0
T5ANA0528,737.0,737.0,14,10,0
T5ANA1428,737.0,737.0,14,10,0
T5ANA1728,737.0,737.0,14,10,0
T5ANA1828,737.0,737.0,14,10,0
T5TOR0316,745.0,745.0,14,4,0
T5TOR0416,745.0,745.0,14,4,0
T5TOR0616,745.0,745.0,14,4,0
T5TOR1516,745.0,745.0,14,4,0
T5TOR1616,745.0,745.0,14,4,0
T5TOR1916,745.0,745.0,14,4,0
T5TOR0130,746.0,746.0,14,4,0
T5TOR0230,746.0,746.0,14,4,0
T5TOR0530,746.0,746.0,14,4,0
T5TOR1430,746.0,746.0,14,4,0
T5TOR1730,746.0,746.0,14,4,0
T5TOR1830,746.0,746.0,14,4,0
T5ANA0129,753.0,753.0,14,10,0
T5ANA0229,753.0,753.0,14,10,0
T5ANA0529,753.0,753.0,14,10,0
T5ANA1429,753.0,753.0,14,10,0
T5ANA1729,753.0,753.0,14,10,0
T5ANA1829,753.0,753.0,14,10,0
T5ANA0316,757.0,757.0,14,10,0
T5ANA0416,757.0,757.0,14,10,0
T5ANA0616,757.0,757.0,14,10,0
T5ANA1516,757.0,757.0,14,10,0
T5ANA1616,757.0,757.0,14,10,0
T5ANA1916,757.0,757.0,14,10,0
T5TOR0131,763.0,763.0,14,4,0
T5TOR0231,763.0,763.0,14,4,0
T5TOR0531,763.0,763.0,14,4,0
T5TOR1431,763.0,763.0,14,4,0
T5TOR1731,763.0,763.0,14,4,0
T5TOR1831,763.0,763.0,14,4,0
T5ANA0130,769.0,769.0,14,10,0
T5ANA0230,769.0,769.0,14,10,0
T5ANA0530,769.0,769.0,14,10,0
T5ANA1430,769.0,769.0,14,10,0
T5ANA1730,769.0,769.0,14,10,0
T5ANA1830,769.0,769.0,14,10,0
T5TOR0132,771.0,771.0,14,4,0
T5TOR0232,771.0,771.0,14,4,0
T5TOR0532,771.0,771.0,14,4,0
T5TOR1432,771.0,771.0,14,4,0
T5TOR1732,771.0,771.0,14,4,0
T5TOR1832,771.0,771.0,14,4,0
T5TOR0317,776.0,776.0,14,4,0
T5TOR0417,776.0,776.0,14,4,0
T5TOR0617,776.0,776.0,14,4,0
T5TOR1517,776.0,776.0,14,4,0
T5TOR1617,776.0,776.0,14,4,0
T5TOR1917,776.0,776.0,14,4,0
T5TOR0133,779.0,779.0,14,4,0
T5TOR0233,779.0,779.0,14,4,0
T5TOR0533,779.0,779.0,14,4,0
T5TOR1433,779.0,779.0,14,4,0
T5TOR1733,779.0,779.0,14,4,0
T5TOR1833,779.0,779.0,14,4,0
T5ANA0131,785.0,785.0,14,10,0
T5ANA0231,785.0,785.0,14,10,0
T5ANA0531,785.0,785.0,14,10,0
T5ANA1431,785.0,785.0,14,10,0
T5ANA1731,785.0,785.0,14,10,0
T5ANA1831,785.0,785.0,14,10,0
T5ANA0317,788.0,788.0,14,10,0
T5ANA0417,788.0,788.0,14,10,0
T5ANA0617,788.0,788.0,14,10,0
T5ANA1517,788.0,788.0,14,10,0
T5ANA1617,788.0,788.0,14,10,0
T5ANA1917,788.0,788.0,14,10,0
T5TOR0134,794.0,794.0,14,4,0
T5TOR0234,794.0,794.0,14,4,0
T5TOR0534,794.0,794.0,14,4,0
T5TOR1434,794.0,794.0,14,4,0
T5TOR1734,794.0,794.0,14,4,0
T5TOR1834,794.0,794.0,14,4,0
T5ANA0132,801.0,801.0,14,10,0
T5ANA0232,801.0,801.0,14,10,0
T5ANA0532,801.0,801.0,14,10,0
T5ANA1432,801.0,801.0,14,10,0
T5ANA1732,801.0,801.0,14,10,0
T5ANA1832,801.0,801.0,14,10,0
T5TOR0135,803.0,803.0,14,4,0
T5TOR0235,803.0,803.0,14,4,0
T5TOR0535,803.0,803.0,14,4,0
T5TOR1435,803.0,803.0,14,4,0
T5TOR1735,803.0,803.0,14,4,0
T5TOR1835,803.0,803.0,14,4,0
T5TOR0318,806.0,806.0,14,4,0
T5TOR0418,806.0,806.0,14,4,0
T5TOR0618,806.0,806.0,14,4,0
T5TOR1518,806.0,806.0,14,4,0
T5TOR1618,806.0,806.0,14,4,0
T5TOR1918,806.0,806.0,14,4,0
T5ANA0133,809.0,809.0,14,10,0
T5ANA0233,809.0,809.0,14,10,0
T5ANA0533,809.0,809.0,14,10,0
T5ANA1433,809.0,809.0,14,10,0
T5ANA1733,809.0,809.0,14,10,0
T5ANA1833,809.0,809.0,14,10,0
T5ANA0318,817.0,817.0,14,10,0
T5ANA0418,817.0,817.0,14,10,0
T5ANA0618,817.0,817.0,14,10,0
T5ANA1518,817.0,817.0,14,10,0
T5ANA1618,817.0,817.0,14,10,0
T5ANA1918,817.0,817.0,14,10,0
T5TOR0136,818.0,818.0,14,4,0
T5TOR0236,818.0,818.0,14,4,0
T5TOR0536,818.0,818.0,14,4,0
T5TOR1436,818.0,818.0,14,4,0
T5TOR1736,818.0,818.0,14,4,0
T5TOR1836,818.0,818.0,14,4,0
T5ANA0134,825.0,825.0,14,10,0
T5ANA0234,825.0,825.0,14,10,0
T5ANA0534,825.0,825.0,14,10,0
T5ANA1434,825.0,825.0,14,10,0
T5ANA1734,825.0,825.0,14,10,0
T5ANA1834,825.0,825.0,14,10,0
T5TOR0137,826.0,826.0,14,4,0
T5TOR0237,826.0,826.0,14,4,0
T5TOR0537,826.0,826.0,14,4,0
T5TOR1437,826.0,826.0,14,4,0
T5TOR1737,826.0,826.0,14,4,0
T5TOR1837,826.0,826.0,14,4,0
T5ANA0135,833.0,833.0,14,10,0
T5ANA0235,833.0,833.0,14,10,0
T5ANA0535,833.0,833.0,14,10,0
T5ANA1435,833.0,833.0,14,10,0
T5ANA1735,833.0,833.0,14,10,0
T5ANA1835,833.0,833.0,14,10,0
T5TOR0319,836.0,836.0,14,4,0
T5TOR0419,836.0,836.0,14,4,0
T5TOR0619,836.0,836.0,14,4,0
T5TOR1519,836.0,836.0,14,4,0
T5TOR1619,836.0,836.0,14,4,0
T5TOR1919,836.0,836.0,14,4,0
T5TOR0138,842.0,842.0,14,4,0
T5TOR0238,842.0,842.0,14,4,0
T5TOR0538,842.0,842.0,14,4,0
T5TOR1438,842.0,842.0,14,4,0
T5TOR1738,842.0,842.0,14,4,0
T5TOR1838,842.0,842.0,14,4,0
T5ANA0319,847.0,847.0,14,10,0
T5ANA0419,847.0,847.0,14,10,0
T5ANA0619,847.0,847.0,14,10,0
T5ANA1519,847.0,847.0,14,10,0
T5ANA1619,847.0,847.0,14,10,0
T5ANA1919,847.0,847.0,14,10,0
T5ANA0136,849.0,849.0,14,10,0
T5ANA0236,849.0,849.0,14,10,0
T5ANA0536,849.0,849.0,14,10,0
T5ANA1436,849.0,849.0,14,10,0
T5ANA1736,849.0,849.0,14,10,0
T5ANA1836,849.0,849.0,14,10,0
T5TOR0139,850.0,850.0,14,4,0
T5TOR0239,850.0,850.0,14,4,0
T5TOR0539,850.0,850.0,14,4,0
T5TOR1439,850.0,850.0,14,4,0
T5TOR1739,850.0,850.0,14,4,0
T5TOR1839,850.0,850.0,14,4,0
T5ANA0137,857.0,857.0,14,10,0
T5ANA0237,857.0,857.0,14,10,0
T5ANA0537,857.0,857.0,14,10,0
T5ANA1437,857.0,857.0,14,10,0
T5ANA1737,857.0,857.0,14,10,0
T5ANA1837,857.0,857.0,14,10,0
T5TOR0320,865.0,865.0,14,4,0
T5TOR0420,865.0,865.0,14,4,0
T5TOR0620,865.0,865.0,14,4,0
T5TOR1520,865.0,865.0,14,4,0
T5TOR1620,865.0,865.0,14,4,0
T5TOR1920,865.0,865.0,14,4,0
T5TOR0140,866.0,866.0,14,4,0
T5TOR0240,866.0,866.0,14,4,0
T5TOR0540,866.0,866.0,14,4,0
T5TOR1440,866.0,866.0,14,4,0
T5TOR1740,866.0,866.0,14,4,0
T5TOR1840,866.0,866.0,14,4,0
T5ANA0138,873.0,873.0,14,10,0
T5ANA0238,873.0,873.0,14,10,0
T5ANA0538,873.0,873.0,14,10,0
T5ANA1438,873.0,873.0,14,10,0
T5ANA1738,873.0,873.0,14,10,0
T5ANA1838,873.0,873.0,14,10,0
T5TOR0141,874.0,874.0,14,4,0
T5TOR0241,874.0,874.0,14,4,0
T5TOR0541,874.0,874.0,14,4,0
T5TOR1441,874.0,874.0,14,4,0
T5TOR1741,874.0,874.0,14,4,0
T5TOR1841,874.0,874.0,14,4,0
T5ANA0320,877.0,877.0,14,10,0
T5ANA0420,877.0,877.0,14,10,0
T5ANA0620,877.0,877.0,14,10,0
T5ANA1520,877.0,877.0,14,10,0
T5ANA1620,877.0,877.0,14,10,0
T5ANA1920,877.0,877.0,14,10,0
T5ANA0139,881.0,881.0,14,10,0
T5ANA0239,881.0,881.0,14,10,0
T5ANA0539,881.0,881.0,14,10,0
T5ANA1439,881.0,881.0,14,10,0
T5ANA1739,881.0,881.0,14,10,0
T5ANA1839,881.0,881.0,14,10,0
T5TOR0142,890.0,890.0,14,4,0
T5TOR0242,890.0,890.0,14,4,0
T5TOR0542,890.0,890.0,14,4,0
T5TOR1442,890.0,890.0,14,4,0
T5TOR1742,890.0,890.0,14,4,0
T5TOR1842,890.0,890.0,14,4,0
T5TOR0321,896.0,896.0,14,4,0
T5TOR0421,896.0,896.0,14,4,0
T5TOR0621,896.0,896.0,14,4,0
T5TOR1521,896.0,896.0,14,4,0
T5TOR1621,896.0,896.0,14,4,0
T5TOR1921,896.0,896.0,14,4,0
T5ANA0140,897.0,897.0,14,10,0
T5ANA0240,897.0,897.0,14,10,0
T5ANA0540,897.0,897.0,14,10,0
T5ANA1440,897.0,897.0,14,10,0
T5ANA1740,897.0,897.0,14,10,0
T5ANA1840,897.0,897.0,14,10,0
T5TOR0143,898.0,898.0,14,4,0
T5TOR0243,898.0,898.0,14,4,0
T5TOR0543,898.0,898.0,14,4,0
T5TOR1443,898.0,898.0,14,4,0
T5TOR1743,898.0,898.0,14,4,0
T5TOR1843,898.0,898.0,14,4,0
T5ANA0141,905.0,905.0,14,10,0
T5ANA0241,905.0,905.0,14,10,0
T5ANA0541,905.0,905.0,14,10,0
T5ANA1441,905.0,905.0,14,10,0
T5ANA1741,905.0,905.0,14,10,0
T5ANA1841,905.0,905.0,14,10,0
T5ANA0321,908.0,908.0,14,10,0
T5ANA0421,908.0,908.0,14,10,0
T5ANA0621,908.0,908.0,14,10,0
T5ANA1521,908.0,908.0,14,10,0
T5ANA1621,908.0,908.0,14,10,0
T5ANA1921,908.0,908.0,14,10,0
T5TOR0144,914.0,914.0,14,4,0
T5TOR0244,914.0,914.0,14,4,0
T5TOR0544,914.0,914.0,14,4,0
T5TOR1444,914.0,914.0,14,4,0
T5TOR1744,914.0,914.0,14,4,0
T5TOR1844,914.0,914.0,14,4,0
T5ANA0142,921.0,921.0,14,10,0
T5ANA0242,921.0,921.0,14,10,0
T5ANA0542,921.0,921.0,14,10,0
T5ANA1442,921.0,921.0,14,10,0
T5ANA1742,921.0,921.0,14,10,0
T5ANA1842,921.0,921.0,14,10,0
T5TOR0145,922.0,922.0,14,4,0
T5TOR0245,922.0,922.0,14,4,0
T5TOR0545,922.0,922.0,14,4,0
T5TOR1445,922.0,922.0,14,4,0
T5TOR1745,922.0,922.0,14,4,0
T5TOR1845,922.0,922.0,14,4,0
T5TOR0322,926.0,926.0,14,4,0
T5TOR0422,926.0,926.0,14,4,0
T5TOR0622,926.0,926.0,14,4,0
T5TOR1522,926.0,926.0,14,4,0
T5TOR1622,926.0,926.0,14,4,0
T5TOR1922,926.0,926.0,14,4,0
T5ANA0143,929.0,929.0,14,10,0
T5ANA0243,929.0,929.0,14,10,0
T5ANA0543,929.0,929.0,14,10,0
T5ANA1443,929.0,929.0,14,10,0
T5ANA1743,929.0,929.0,14,10,0
T5ANA1843,929.0,929.0,14,10,0
T5ANA0322,937.0,937.0,14,10,0
T5ANA0422,937.0,937.0,14,10,0
T5ANA0622,937.0,937.0,14,10,0
T5ANA1522,937.0,937.0,14,10,0
T5ANA1622,937.0,937.0,14,10,0
T5ANA1922,937.0,937.0,14,10,0
T5TOR0146,938.0,938.0,14,4,0
T5TOR0246,938.0,938.0,14,4,0
T5TOR0546,938.0,938.0,14,4,0
T5TOR1446,938.0,938.0,14,4,0
T5TOR1746,938.0,938.0,14,4,0
T5TOR1846,938.0,938.0,14,4,0
T5ANA0144,945.0,945.0,14,10,0
T5ANA0244,945.0,945.0,14,10,0
T5ANA0544,945.0,945.0,14,10,0
T5ANA1444,945.0,945.0,14,10,0
T5ANA1744,945.0,945.0,14,10,0
T5ANA1844,945.0,945.0,14,10,0
T5TOR0147,946.0,946.0,14,4,0
T5TOR0247,946.0,946.0,14,4,0
T5TOR0547,946.0,946.0,14,4,0
T5TOR1447,946.0,946.0,14,4,0
T5TOR1747,946.0,946.0,14,4,0
T5TOR1847,946.0,946.0,14,4,0
T5ANA0145,953.0,953.0,14,10,0
T5ANA0245,953.0,953.0,14,10,0
T5ANA0545,953.0,953.0,14,10,0
T5ANA1445,953.0,953.0,14,10,0
T5ANA1745,953.0,953.0,14,10,0
T5ANA1845,953.0,953.0,14,10,0
T5TOR0323,956.0,956.0,14,4,0
T5TOR0423,956.0,956.0,14,4,0
T5TOR0623,956.0,956.0,14,4,0
T5TOR1523,956.0,956.0,14,4,0
T5TOR1623,956.0,956.0,14,4,0
T5TOR1923,956.0,956.0,14,4,0
T5TOR0148,962.0,962.0,14,4,0
T5TOR0248,962.0,962.0,14,4,0
T5TOR0548,962.0,962.0,14,4,0
T5TOR1448,962.0,962.0,14,4,0
T5TOR1748,962.0,962.0,14,4,0
T5TOR1848,962.0,962.0,14,4,0
T5ANA0323,967.0,967.0,14,10,0
T5ANA0423,967.0,967.0,14,10,0
T5ANA0623,967.0,967.0,14,10,0
T5ANA1523,967.0,967.0,14,10,0
T5ANA1623,967.0,967.0,14,10,0
T5ANA1923,967.0,967.0,14,10,0
T5ANA0146,969.0,969.0,14,10,0
T5ANA0246,969.0,969.0,14,10,0
T5ANA0546,969.0,969.0,14,10,0
