route_id,service_id,trip_id,direction_id,shape_id,wheelchair_accessible
132.6,132.6.944,132.6.2.3.22,1,132.6.2.3,1
132.6,132.6.944,132.6.2.3.23,1,132.6.2.3,1
132.6,132.6.944,132.6.2.3.24,1,132.6.2.3,1
132.6,132.6.944,132.6.2.3.25,1,132.6.2.3,1
132.6,132.6.944,132.6.2.3.26,1,132.6.2.3,1
132.6,132.6.944,132.6.2.3.27,1,132.6.2.3,1
132.6,132.6.1034,132.6.2.4.0,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.1,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.2,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.3,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.4,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.5,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.6,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.7,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.8,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.9,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.10,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.11,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.12,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.13,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.14,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.15,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.16,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.17,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.18,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.19,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.20,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.21,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.22,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.23,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.24,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.25,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.26,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.27,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.28,1,132.6.2.4,1
132.6,132.6.1034,132.6.2.4.29,1,132.6.2.4,1
137.5,137.5.314,137.5.1.1.0,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.1,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.2,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.3,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.4,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.5,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.6,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.7,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.8,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.9,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.10,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.11,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.12,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.13,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.14,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.15,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.16,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.17,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.18,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.19,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.20,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.21,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.22,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.23,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.24,0,137.5.1.1,1
137.5,137.5.314,137.5.1.1.25,0,137.5.1.1,1
137.5,137.5.764,137.5.1.2.0,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.1,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.2,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.3,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.4,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.5,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.6,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.7,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.8,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.9,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.10,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.11,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.12,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.13,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.14,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.15,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.16,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.17,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.18,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.19,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.20,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.21,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.22,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.23,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.24,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.25,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.26,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.27,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.28,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.29,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.30,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.31,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.32,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.33,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.34,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.35,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.36,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.37,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.38,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.39,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.40,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.41,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.42,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.43,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.44,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.45,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.46,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.47,0,137.5.1.2,1
137.5,137.5.764,137.5.1.2.48,0,137.5.1.2,1
137.5,137.5.809,137.5.1.3.0,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.1,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.2,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.3,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.4,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.5,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.6,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.7,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.8,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.9,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.10,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.11,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.12,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.13,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.14,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.15,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.16,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.17,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.18,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.19,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.20,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.21,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.22,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.23,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.24,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.25,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.26,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.27,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.28,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.29,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.30,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.31,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.32,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.33,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.34,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.35,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.36,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.37,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.38,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.39,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.40,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.41,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.42,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.43,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.44,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.45,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.46,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.47,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.48,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.49,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.50,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.51,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.52,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.53,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.54,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.55,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.56,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.57,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.58,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.59,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.60,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.61,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.62,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.63,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.64,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.65,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.66,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.67,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.68,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.69,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.70,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.71,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.72,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.73,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.74,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.75,0,137.5.1.3,1
137.5,137.5.809,137.5.1.3.76,0,137.5.1.3,1
137.5,137.5.764,137.5.2.1.0,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.1,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.2,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.3,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.4,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.5,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.6,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.7,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.8,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.9,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.10,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.11,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.12,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.13,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.14,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.15,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.16,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.17,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.18,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.19,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.20,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.21,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.22,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.23,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.24,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.25,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.26,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.27,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.28,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.29,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.30,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.31,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.32,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.33,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.34,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.35,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.36,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.37,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.38,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.39,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.40,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.41,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.42,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.43,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.44,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.45,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.46,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.47,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.48,1,137.5.2.1,1
137.5,137.5.764,137.5.2.1.49,1,137.5.2.1,1
137.5,137.5.809,137.5.2.2.0,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.1,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.2,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.3,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.4,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.5,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.6,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.7,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.8,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.9,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.10,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.11,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.12,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.13,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.14,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.15,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.16,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.17,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.18,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.19,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.20,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.21,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.22,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.23,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.24,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.25,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.26,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.27,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.28,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.29,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.30,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.31,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.32,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.33,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.34,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.35,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.36,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.37,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.38,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.39,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.40,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.41,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.42,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.43,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.44,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.45,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.46,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.47,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.48,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.49,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.50,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.51,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.52,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.53,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.54,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.55,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.56,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.57,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.58,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.59,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.60,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.61,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.62,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.63,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.64,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.65,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.66,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.67,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.68,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.69,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.70,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.71,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.72,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.73,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.74,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.75,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.76,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.77,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.78,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.79,1,137.5.2.2,1
137.5,137.5.809,137.5.2.2.80,1,137.5.2.2,1
137.5,137.5.944,137.5.2.3.0,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.1,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.2,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.3,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.4,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.5,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.6,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.7,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.8,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.9,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.10,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.11,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.12,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.13,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.14,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.15,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.16,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.17,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.18,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.19,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.20,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.21,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.22,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.23,1,137.5.2.3,1
137.5,137.5.944,137.5.2.3.24,1,137.5.2.3,1
141.7,141.7.809,141.7.1.1.0,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.1,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.2,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.3,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.4,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.5,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.6,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.7,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.8,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.9,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.10,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.11,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.12,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.13,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.14,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.15,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.16,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.17,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.18,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.19,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.20,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.21,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.22,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.23,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.24,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.25,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.26,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.27,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.28,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.29,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.30,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.31,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.32,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.33,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.34,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.35,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.36,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.37,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.38,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.39,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.40,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.41,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.42,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.43,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.44,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.45,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.46,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.47,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.48,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.49,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.50,0,141.7.1.1,1
141.7,141.7.809,141.7.1.1.51,0,141.7.1.1,1
141.7,141.7.899,141.7.1.2.0,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.1,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.2,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.3,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.4,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.5,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.6,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.7,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.8,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.9,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.10,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.11,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.12,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.13,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.14,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.15,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.16,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.17,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.18,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.19,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.20,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.21,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.22,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.23,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.24,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.25,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.26,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.27,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.28,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.29,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.30,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.31,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.32,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.33,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.34,0,141.7.1.2,1
141.7,141.7.899,141.7.1.2.35,0,141.7.1.2,1
141.7,141.7.944,141.7.1.3.0,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.1,0,141.7.1.3,1
141.7,141.7.944,141.7.1.3.2,0,141.7.1.3,1
