stop_id,route_id,avg_time
1.111,1,54.083333333333336
1.112,1,49.65
1.113,1,44.28333333333333
1.1136,1,6.45
1.1137,1,4.15
1.1138,1,1.3666666666666667
1.1139,1,4.466666666666667
1.114,1,40.68333333333333
1.1140,1,6.45
1.115,1,37.38333333333333
1.116,1,33.916666666666664
1.117,1,30.716666666666665
1.118,1,25.75
1.119,1,22.25
1.120,1,19.216666666666665
1.121,1,16.45
1.122,1,13.383333333333333
1.123,1,9.98333333333333
1.124,1,6.916666666666668
1.125,1,3.583333333333332
1.126,1,0.8166666666666664
1.127,1,2.3166666666666664
1.128,1,5.816666666666666
1.129,1,8.716666666666665
1.130,1,13.183333333333334
1.131,1,17.616666666666667
1.132,1,21.249999999999996
1.133,1,24.98333333333333
1.134,1,29.35
1.135,1,34.78333333333333
1.136,1,38.68333333333333
1.137,1,42.516666666666666
1.138,1,45.68333333333333
1.139,1,49.583333333333336
1.140,1,54.083333333333336
1.210,1,33.5
1.211,1,29.416666666666664
1.212,1,26.200000000000003
1.213,1,22.633333333333333
1.214,1,18.266666666666666
1.215,1,13.966666666666667
1.216,1,10.85
1.217,1,5.399999999999999
1.218,1,2.3999999999999986
1.219,1,2.200000000000001
1.220,1,5.633333333333333
1.221,1,9.533333333333333
1.222,1,13.600000000000001
1.223,1,17.81666666666667
1.224,1,22.75
1.225,1,26.266666666666666
1.226,1,29.5
1.227,1,33.5
1.314,1,47.35
1.315,1,43.78333333333334
1.316,1,40.25
1.317,1,36.516666666666666
1.318,1,33.0
1.319,1,29.98333333333333
1.320,1,26.95
1.321,1,23.31666666666667
1.322,1,19.45
1.323,1,15.516666666666667
1.324,1,12.05
1.325,1,8.55
1.326,1,5.149999999999999
1.327,1,1.2666666666666657
1.328,1,2.3166666666666664
1.329,1,6.816666666666666
1.330,1,9.716666666666669
1.331,1,14.149999999999999
1.332,1,18.249999999999996
1.333,1,22.416666666666664
1.334,1,25.916666666666664
1.335,1,29.416666666666664
1.336,1,33.550000000000004
1.337,1,38.15
1.338,1,43.28333333333334
1.339,1,47.35
1.413,1,42.68333333333333
1.414,1,39.31666666666667
1.415,1,35.46666666666667
1.416,1,32.43333333333334
1.417,1,28.4
1.418,1,24.733333333333334
1.419,1,21.083333333333332
1.420,1,17.4
1.421,1,11.966666666666665
1.422,1,7.483333333333331
1.423,1,3.783333333333335
1.424,1,0.40000000000000213
1.425,1,2.9333333333333336
1.426,1,6.566666666666666
1.427,1,10.583333333333332
1.428,1,14.816666666666666
1.429,1,18.783333333333335
1.430,1,22.8
1.431,1,27.18333333333333
1.432,1,34.516666666666666
1.433,1,38.916666666666664
1.434,1,42.68333333333333
1.509,1,48.78333333333333
1.510,1,44.71666666666667
1.511,1,40.61666666666667
1.512,1,36.88333333333333
1.513,1,32.55
1.514,1,28.450000000000003
1.515,1,23.28333333333333
1.516,1,19.566666666666663
1.517,1,15.983333333333334
1.518,1,12.383333333333333
1.519,1,8.7
1.520,1,5.133333333333333
1.521,1,0.5833333333333321
1.522,1,3.8166666666666664
1.523,1,7.816666666666666
1.524,1,12.116666666666667
1.525,1,15.75
1.526,1,20.116666666666667
1.527,1,23.483333333333334
1.528,1,26.35
1.529,1,29.516666666666666
1.530,1,33.05
1.531,1,36.75
1.532,1,41.05
1.533,1,45.31666666666666
1.534,1,48.78333333333333
1.901,1,31.466666666666665
1.903,1,21.933333333333334
1.904,1,18.416666666666668
1.905,1,13.233333333333334
1.906,1,9.666666666666666
1.907,1,5.816666666666666
1.909,1,0.16666666666666607
1.910,1,4.433333333333332
1.911,1,9.683333333333334
1.912,1,14.55
1.913,1,17.45
1.914,1,20.48333333333333
1.915,1,24.25
1.916,1,27.566666666666666
1.918,1,31.466666666666665
1.930,1,13.6
1.932,1,5.9833333333333325
1.933,1,5.983333333333334
1.934,1,5.566666666666667
1.935,1,9.25
1.936,1,13.6
1.940,1,0.6500000000000004
1.941,1,2.8499999999999996
1.942,1,7.1499999999999995
1.943,1,10.633333333333333
1.944,1,14.650000000000002
1.945,1,19.55
1.9901,7,1.9166666666666665
1.9902,7,1.9166666666666665
2.1,3,4.7999999999999545
2.100,3,7.599999999999909
2.1000,3,1.9500000000000455
2.1001,3,2.0
2.1002,3,4.0
2.1003,3,1.0
2.1004,3,0.8500000000000227
2.1005,3,3.3999999999999773
2.1006,3,1.3999999999999773
2.1007,3,9.333333333333485
2.1008,3,0.9499999999999318
2.1009,3,8.0
2.1010,3,8.0
2.1011,3,2.0
2.1017,3,3.0
2.1018,3,6.366666666666674
2.1019,3,0.900000000000091
2.1020,3,0.6666666666667425
2.1021,3,11.0
2.1022,3,1.466666666666697
2.1023,3,8.783333333333417
2.1024,3,8.0
2.1025,3,10.333333333333371
2.1028,3,1.716666666666697
2.103,3,2.25
2.1030,3,5.0
2.1033,3,3.1166666666666742
2.1034,3,7.0
2.1035,3,2.6666666666666288
2.1036,3,3.1333333333334394
2.1037,3,0.933333333333394
2.1039,3,1.1666666666666288
2.1040,3,1.1000000000001364
2.1042,3,4.400000000000091
2.1043,3,3.0
2.1044,3,3.283333333333303
2.1045,3,1.5166666666666515
2.1046,3,1.5666666666667197
2.1047,3,3.8333333333332575
2.1048,3,4.0
2.105,3,1.6666666666667425
2.1051,3,5.2999999999999545
2.1052,3,3.0
2.1053,3,3.0
2.1054,3,3.25
2.1057,3,30.0
2.1058,3,1.199999999999818
2.1059,3,5.866666666666561
2.106,3,1.6000000000000227
2.1061,3,0.900000000000091
2.1062,3,2.0
2.1063,3,6.0
2.1064,3,3.0
2.1065,3,9.0
2.1066,3,3.3333333333333712
2.1069,3,0.8000000000001819
2.1070,3,0.7833333333334167
2.1071,3,3.0
2.1072,3,0.8333333333333712
2.1074,3,9.399999999999977
2.1075,3,0.783333333333303
2.1076,3,0.7333333333333485
2.1078,3,4.0
2.1079,3,2.0
2.108,3,0.7999999999999545
2.1080,3,1.0
2.1081,3,1.0
2.1082,3,4.0
2.1086,3,2.0
2.1088,3,2.0
2.1089,3,1.0
2.109,3,1.25
2.1090,3,3.0
2.1092,3,4.0
2.1095,3,1.0
2.1098,3,0.5833333333332575
2.1099,3,2.0
2.110,3,2.2000000000000455
2.1101,3,15.0
2.1102,3,9.566666666666606
2.1103,3,0.8000000000000682
2.1104,3,2.8666666666665606
2.1107,3,6.0
2.1108,3,3.6666666666666288
2.1109,3,2.0
2.111,3,3.7333333333333485
2.1111,3,2.0499999999999545
2.1113,3,2.2999999999999545
2.1116,3,1.0
2.1117,3,1.0
2.1118,3,1.8666666666666742
2.1119,3,2.0
2.112,3,4.25
2.1120,3,2.6666666666666288
2.1122,3,1.0
2.1123,3,1.75
2.1124,3,0.5
2.1127,3,1.3333333333333712
2.1128,3,3.0
2.1129,3,1.5833333333333712
2.113,3,4.2333333333333485
2.1130,3,2.75
2.1131,3,4.0
2.1133,3,20.0
2.1135,3,5.0
2.1136,3,0.7999999999999545
2.1137,3,3.199999999999932
2.1138,3,2.3999999999998636
2.114,3,4.25
2.1140,3,1.7000000000000455
2.1141,3,2.0
2.1142,3,2.0
2.1143,3,2.0
2.1144,3,2.0
2.1145,3,5.0
2.1146,3,2.0
2.1147,3,1.0
2.1148,3,1.2333333333333485
2.115,3,3.8166666666667197
2.1150,3,4.0
2.1153,3,2.3999999999999773
2.1155,3,2.5
2.1156,3,9.0
2.1157,3,8.5
2.1158,3,1.5833333333333712
2.1159,3,1.6666666666667425
2.116,3,3.8333333333333712
2.1161,3,4.0
