route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
1.1,1.100.51,1.41.1,"",0,1.1.100.1,1
1.1,1.100.51,1.41.2,"",1,1.1.100.2,1
1.1,1.100.52,1.45.1,"",0,1.1.100.1,1
1.1,1.100.52,1.45.2,"",1,1.1.100.2,1
1.1,1.100.53,1.47.1,"",0,1.1.100.1,1
1.1,1.100.53,1.47.2,"",1,1.1.100.2,1
1.2,1.200.51,1.48.1,"",0,1.2.200.1,1
1.2,1.200.51,1.48.2,"",1,1.2.200.2,1
1.2,1.200.53,1.49.1,"",0,1.2.200.1,1
1.2,1.200.53,1.49.2,"",1,1.2.200.2,1
1.2,1.200.52,1.50.1,"",0,1.2.200.1,1
1.2,1.200.52,1.50.2,"",1,1.2.200.2,1
1.3,1.300.51,1.51.1,"",0,1.3.300.1,1
1.3,1.300.51,1.51.2,"",1,1.3.300.2,1
1.3,1.300.52,1.52.1,"",0,1.3.300.1,1
1.3,1.300.52,1.52.2,"",1,1.3.300.2,1
1.3,1.300.53,1.53.1,"",0,1.3.300.1,1
1.3,1.300.53,1.53.2,"",1,1.3.300.2,1
1.4,1.400.51,1.54.1,"",0,1.4.400.1,1
1.4,1.400.51,1.54.2,"",1,1.4.400.2,1
1.4,1.400.52,1.55.1,"",0,1.4.400.1,1
1.4,1.400.52,1.55.2,"",1,1.4.400.2,1
1.4,1.400.53,1.56.1,"",0,1.4.400.1,1
1.4,1.400.53,1.56.2,"",1,1.4.400.2,1
1.5,1.500.51,1.57.1,"",0,1.5.500.1,1
1.5,1.500.51,1.57.2,"",1,1.5.500.2,1
1.5,1.500.52,1.58.1,"",0,1.5.500.1,1
1.5,1.500.52,1.58.2,"",1,1.5.500.2,1
1.5,1.500.53,1.59.1,"",0,1.5.500.1,1
1.5,1.500.53,1.59.2,"",1,1.5.500.2,1
1.94,1.9400.51,1.43.1,"",0,1.94.9400.1,1
1.94,1.9400.51,1.43.2,"",1,1.94.9400.2,1
1.94,1.9400.52,1.68.1,"",0,1.94.9400.1,1
1.94,1.9400.52,1.68.2,"",1,1.94.9400.2,1
1.94,1.9400.53,1.69.1,"",0,1.94.9400.1,1
1.94,1.9400.53,1.69.2,"",1,1.94.9400.2,1
1.91,1.9100.109,1.74.1,"",0,1.91.9100.1,1
1.91,1.9100.109,1.74.2,"",1,1.91.9100.2,1
1.91,1.9100.110,1.75.1,"",0,1.91.9100.1,1
1.91,1.9100.110,1.75.2,"",1,1.91.9100.2,1
1.91,1.9100.108,1.145.1,"",0,1.91.9100.1,1
1.91,1.9100.108,1.145.2,"",1,1.91.9100.2,1
1.10,1.1000.51,1.62.1,"",0,1.10.1000.1,1
1.10,1.1000.51,1.62.2,"",1,1.10.1000.2,1
1.10,1.1000.52,1.63.1,"",0,1.10.1000.1,1
1.10,1.1000.52,1.63.2,"",1,1.10.1000.2,1
1.10,1.1000.53,1.64.1,"",0,1.10.1000.1,1
1.10,1.1000.53,1.64.2,"",1,1.10.1000.2,1
1.11,1.1100.51,1.65.1,"",0,1.11.1100.1,1
1.11,1.1100.51,1.65.2,"",1,1.11.1100.2,1
1.11,1.1100.52,1.66.1,"",0,1.11.1100.1,1
1.11,1.1100.52,1.66.2,"",1,1.11.1100.2,1
1.11,1.1100.53,1.67.1,"",0,1.11.1100.1,1
1.11,1.1100.53,1.67.2,"",1,1.11.1100.2,1
1.99,1.9900.64,1.79.1,"",0,1.99.9900.1,1
1.99,1.9900.64,1.79.2,"",1,1.99.9900.2,1
1.99,1.9900.65,1.80.1,"",0,1.99.9900.1,1
1.99,1.9900.65,1.80.2,"",1,1.99.9900.2,1
2.220,2.353.3569,2.1037672.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037675.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037677.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037679.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037681.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037685.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037687.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037689.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037691.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037693.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037695.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037697.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099864.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099866.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099868.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099870.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099871.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099874.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099876.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099878.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099881.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099883.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099885.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037702.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037704.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037706.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037708.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037710.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037712.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037714.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037716.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037719.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037721.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037723.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037725.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037727.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037729.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037731.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037733.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037735.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037738.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037740.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037742.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037744.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037821.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037823.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037825.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037827.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037829.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037834.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037836.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037838.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037840.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037842.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037844.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037846.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037666.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037668.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037670.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037784.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037786.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037789.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037791.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037793.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037795.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037797.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037799.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037801.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037803.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037805.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037807.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037809.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037811.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037813.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037817.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037819.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100006.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100008.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100010.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100012.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100016.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100019.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100021.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100023.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100025.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100027.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099887.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099889.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099891.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099893.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099895.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099897.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099899.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099903.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099905.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099907.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099909.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099911.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099913.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099915.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099917.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099919.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099921.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099925.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099927.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099929.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099931.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099933.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099935.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099937.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099939.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099941.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099944.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099946.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099948.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099950.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099952.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099954.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099956.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037848.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037850.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037746.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037748.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037750.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037752.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037754.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037756.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037760.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037762.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037764.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037766.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037768.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037770.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037772.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037776.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037778.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037780.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3569,2.1037782.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099860.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099862.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083752.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083754.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083756.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083758.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083760.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083762.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083767.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083769.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083771.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083773.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083775.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083695.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083697.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083699.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083701.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083703.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083705.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083707.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083709.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083711.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083714.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083716.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100029.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100031.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100033.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100038.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100040.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100042.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100044.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100046.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100048.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100050.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100052.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100054.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100059.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100061.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100063.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100065.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100067.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100069.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100071.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100073.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099958.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099961.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099963.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099965.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099967.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099969.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099971.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099973.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099975.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099979.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099981.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099983.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099985.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099987.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099989.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099991.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099993.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099995.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1099997.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100000.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100002.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3568,2.1100004.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083925.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083927.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083929.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083931.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083933.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083935.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083937.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083939.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083941.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083944.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083946.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083948.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083949.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083951.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083954.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083956.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083958.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083960.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083777.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083779.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083999.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084001.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084003.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084005.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084007.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084009.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084011.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084016.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084018.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084020.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084022.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084024.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084026.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083855.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083857.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083859.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083861.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083863.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083865.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083867.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083869.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083873.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083875.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083877.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083882.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083883.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083885.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083887.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083889.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083718.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083720.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083722.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083724.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083726.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083728.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083733.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083735.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083737.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083739.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083741.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083743.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083745.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083748.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083750.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083820.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083822.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083825.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083827.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083828.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083830.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083832.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083837.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083839.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083841.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083843.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083845.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083847.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083849.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083851.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084028.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1084030.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083963.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083965.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083967.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083969.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083971.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083974.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083976.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083978.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083981.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083983.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083985.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083987.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083989.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083991.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083995.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083997.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083781.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083786.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083788.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083790.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083792.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083794.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083796.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083798.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083802.0,"Ernest Lluch",0,2.353.1,1
2.220,2.353.3520,2.1083804.0,"Ernest Lluch",0,2.353.1,1
